seq.pos	node.id	node.offset	coverage
289	25	10	8
290	25	11	8
291	25	12	8
292	25	13	7
293	25	14	6
294	25	15	6
295	25	16	7
296	25	17	8
297	25	18	8
298	25	19	8
299	25	20	35
300	25	21	8
301	25	22	6
302	25	23	6
303	25	24	6
304	25	25	5
305	25	26	5
306	25	27	5
307	25	28	4
308	25	29	4
309	25	30	4
310	25	31	4
311	25	32	31
312	25	33	4
313	25	34	4
314	25	35	5
315	25	36	33
316	25	37	6
317	25	38	6
318	25	39	6
319	25	40	6
320	25	41	6
321	25	42	6
322	25	43	5
323	25	44	5
324	25	45	5
325	25	46	5
326	25	47	31
327	25	48	4
328	25	49	4
329	25	50	4
330	25	51	4
331	25	52	4
332	25	53	4
333	25	54	4
334	25	55	7
335	25	56	7
336	25	57	8
337	25	58	7
338	25	59	6
339	25	60	6
340	25	61	6
341	25	62	6
342	25	63	6
343	25	64	7
344	25	65	6
345	25	66	34
346	25	67	8
347	25	68	8
348	25	69	8
349	26	0	8
350	27	0	8
351	27	1	8
352	27	2	8
353	27	3	8
354	28	0	9
355	28	1	9
356	28	2	8
357	28	3	7
358	28	4	8
359	28	5	8
360	28	6	8
361	29	0	8
362	30	0	8
363	30	1	8
364	30	2	8
365	30	3	8
366	30	4	8
367	30	5	8
368	30	6	8
369	30	7	8
370	30	8	7
371	30	9	7
372	30	10	7
373	30	11	7
374	30	12	7
375	30	13	8
376	30	14	6
377	30	15	5
378	30	16	5
379	30	17	5
380	30	18	0
381	30	19	5
382	30	20	5
383	30	21	5
384	30	22	5
385	30	23	5
386	30	24	4
387	30	25	4
388	30	26	5
389	30	27	4
390	30	28	4
391	30	29	5
392	30	30	7
393	30	31	7
394	30	32	7
395	30	33	8
396	30	34	8
397	30	35	6
398	30	36	7
399	30	37	8
400	30	38	8
401	30	39	7
402	30	40	7
403	30	41	8
404	30	42	8
405	30	43	8
406	30	44	8
407	30	45	8
408	30	46	7
409	30	47	8
410	30	48	8
411	30	49	7
412	30	50	8
413	30	51	8
414	30	52	9
415	30	53	9
416	30	54	9
417	30	55	9
418	30	56	8
419	30	57	8
420	30	58	8
421	30	59	9
422	30	60	9
423	30	61	9
424	30	62	9
425	30	63	9
426	30	64	0
427	31	0	9
428	32	0	9
429	33	0	9
430	33	1	9
431	33	2	7
432	33	3	7
433	33	4	5
434	33	5	5
435	33	6	5
436	33	7	5
437	33	8	4
438	33	9	4
439	33	10	4
440	33	11	4
441	33	12	4
442	33	13	3
443	33	14	3
444	33	15	3
445	33	16	2
446	33	17	2
447	34	0	2
448	34	1	2
449	34	2	2
450	34	3	0
451	34	4	0
452	34	5	3
453	34	6	3
454	34	7	3
455	34	8	0
456	34	9	3
457	34	10	3
458	34	11	3
459	34	12	3
460	34	13	2
461	34	14	3
462	34	15	3
463	34	16	3
464	34	17	3
465	34	18	3
466	34	19	3
467	34	20	2
468	34	21	2
469	34	22	2
470	34	23	2
471	34	24	2
472	34	25	2
473	34	26	2
474	34	27	2
475	34	28	2
476	34	29	3
477	34	30	3
478	34	31	3
479	34	32	3
480	34	33	3
481	34	34	3
482	34	35	3
483	34	36	3
484	34	37	3
485	34	38	4
486	34	39	4
487	34	40	4
488	34	41	4
489	34	42	4
490	35	0	5
491	35	1	5
492	35	2	5
493	35	3	5
494	35	4	5
495	35	5	4
496	35	6	4
497	36	0	4
498	37	0	4
499	37	1	4
500	37	2	4
501	37	3	4
502	37	4	6
503	37	5	6
504	37	6	6
505	37	7	6
506	37	8	6
507	37	9	6
508	37	10	6
509	37	11	6
510	37	12	6
511	37	13	6
512	37	14	6
513	37	15	6
514	37	16	6
515	37	17	6
516	37	18	6
517	37	19	6
518	37	20	5
519	37	21	5
520	37	22	5
521	37	23	5
522	37	24	4
523	37	25	4
524	37	26	4
525	37	27	4
526	37	28	4
527	37	29	4
528	37	30	5
529	37	31	6
530	37	32	0
531	37	33	6
532	37	34	6
533	37	35	5
534	37	36	6
535	37	37	7
536	38	0	7
537	38	1	7
538	38	2	0
539	38	3	7
540	38	4	7
541	38	5	7
542	38	6	7
543	39	0	7
544	39	1	8
545	39	2	8
546	39	3	5
547	40	0	5
548	40	1	5
549	40	2	5
550	40	3	5
551	40	4	5
552	40	5	5
553	40	6	5
554	40	7	5
555	40	8	5
556	40	9	5
557	40	10	5
558	40	11	5
559	40	12	6
560	40	13	6
561	40	14	6
562	40	15	6
563	40	16	6
564	40	17	5
565	40	18	6
566	40	19	6
567	40	20	6
568	40	21	6
569	40	22	7
570	41	0	5
571	42	0	5
572	42	1	5
573	42	2	4
574	42	3	4
575	42	4	4
576	42	5	4
577	42	6	4
578	42	7	3
579	42	8	4
580	42	9	4
581	42	10	4
582	42	11	4
583	42	12	4
584	42	13	4
585	42	14	4
586	42	15	3
587	42	16	3
588	42	17	2
589	42	18	2
590	42	19	2
591	42	20	3
592	42	21	3
593	42	22	3
594	42	23	3
595	42	24	3
596	43	0	3
597	44	0	3
598	44	1	3
599	44	2	3
600	44	3	3
601	44	4	3
602	44	5	3
603	44	6	4
604	44	7	4
605	44	8	4
606	44	9	3
607	44	10	3
608	44	11	3
609	44	12	4
610	44	13	4
611	45	0	5
612	45	1	5
613	45	2	5
614	45	3	5
615	45	4	5
616	45	5	5
617	45	6	5
618	45	7	5
619	45	8	5
620	45	9	5
621	45	10	4
622	45	11	4
623	45	12	5
624	45	13	0
625	45	14	6
626	45	15	6
627	45	16	6
628	45	17	6
629	45	18	6
630	45	19	6
631	45	20	6
632	45	21	5
633	45	22	5
634	45	23	5
635	45	24	5
636	45	25	5
637	45	26	5
638	45	27	5
639	45	28	5
640	45	29	5
641	45	30	5
642	45	31	5
643	45	32	5
644	45	33	4
645	45	34	4
646	45	35	4
647	45	36	0
648	45	37	4
649	45	38	4
650	45	39	4
651	45	40	4
652	45	41	2
653	45	42	2
654	45	43	2
655	45	44	2
656	45	45	2
657	45	46	2
658	45	47	2
659	45	48	3
660	45	49	3
661	45	50	3
662	45	51	3
663	45	52	3
664	45	53	3
665	45	54	4
666	45	55	1
667	45	56	2
668	45	57	2
669	45	58	2
670	45	59	2
671	45	60	2
672	45	61	2
673	45	62	1
674	46	0	2
675	47	0	2
676	47	1	2
677	47	2	3
678	47	3	3
679	47	4	3
680	47	5	3
681	47	6	3
682	47	7	4
683	47	8	3
684	47	9	5
685	47	10	5
686	47	11	5
687	47	12	5
688	47	13	5
689	47	14	5
690	47	15	5
691	47	16	5
692	47	17	5
693	47	18	5
694	47	19	5
695	47	20	5
696	47	21	5
697	47	22	5
698	47	23	5
699	47	24	5
700	47	25	5
701	47	26	5
702	47	27	5
703	47	28	5
704	47	29	6
705	47	30	6
706	47	31	5
707	47	32	5
708	47	33	5
709	47	34	5
710	47	35	5
711	47	36	5
712	47	37	5
713	47	38	5
714	47	39	5
715	47	40	5
716	47	41	5
717	47	42	5
718	47	43	4
719	47	44	4
720	47	45	4
721	47	46	4
722	47	47	3
723	47	48	4
724	47	49	3
725	47	50	2
726	47	51	2
727	47	52	2
728	47	53	2
729	47	54	2
730	47	55	2
731	47	56	2
732	47	57	2
733	47	58	2
734	47	59	2
735	47	60	2
736	47	61	2
737	47	62	2
738	47	63	3
739	47	64	3
740	47	65	3
741	47	66	3
742	47	67	2
743	47	68	3
744	47	69	3
745	47	70	4
746	47	71	3
747	48	0	3
748	49	0	4
749	49	1	5
750	49	2	5
751	49	3	5
752	49	4	6
753	49	5	6
754	49	6	7
755	49	7	7
756	49	8	7
757	49	9	7
758	49	10	7
759	49	11	7
760	49	12	7
761	49	13	7
762	49	14	7
763	49	15	7
764	49	16	7
765	49	17	7
766	49	18	8
767	49	19	8
768	49	20	8
769	49	21	8
770	49	22	8
771	49	23	8
772	50	0	9
773	51	0	9
774	51	1	9
775	51	2	9
776	51	3	9
777	51	4	9
778	51	5	9
779	51	6	31
780	51	7	31
781	51	8	8
782	51	9	31
783	51	10	7
784	51	11	7
785	51	12	6
786	51	13	7
787	51	14	6
788	51	15	6
789	51	16	6
790	51	17	6
791	51	18	5
792	51	19	5
793	51	20	5
794	51	21	4
795	51	22	4
796	51	23	3
797	51	24	3
798	51	25	0
799	51	26	0
800	51	27	0
801	51	28	0
802	51	29	0
803	51	30	0
804	51	31	0
805	51	32	0
806	51	33	0
807	51	34	0
808	51	35	0
809	51	36	0
810	51	37	0
811	51	38	0
812	51	39	0
813	51	40	0
814	51	41	0
815	51	42	0
816	51	43	0
817	51	44	0
818	51	45	0
819	51	46	0
820	51	47	0
821	51	48	0
822	51	49	0
823	51	50	0
824	51	51	0
825	51	52	0
826	51	53	0
827	51	54	0
828	51	55	0
829	51	56	0
830	51	57	0
831	51	58	0
832	51	59	0
833	51	60	0
834	51	61	0
835	51	62	0
836	51	63	0
837	51	64	0
838	51	65	0
839	51	66	0
840	51	67	0
841	51	68	0
842	51	69	0
843	51	70	0
844	51	71	0
845	51	72	0
846	51	73	0
847	51	74	0
848	51	75	0
849	52	0	0
850	53	0	0
851	53	1	0
852	53	2	0
853	53	3	0
854	53	4	0
855	53	5	0
856	53	6	0
857	53	7	0
858	53	8	0
859	53	9	0
860	53	10	0
861	53	11	0
862	53	12	0
863	53	13	0
864	53	14	0
865	53	15	0
866	53	16	0
867	53	17	0
868	53	18	0
869	53	19	0
870	53	20	0
871	53	21	0
872	53	22	0
873	53	23	0
874	53	24	0
875	54	0	0
876	54	1	0
877	54	2	0
878	54	3	0
879	54	4	0
880	54	5	0
881	55	0	0
882	55	1	0
883	55	2	0
884	55	3	0
885	55	4	0
886	55	5	0
887	55	6	0
888	55	7	0
889	55	8	0
890	55	9	0
891	55	10	0
892	55	11	0
893	55	12	0
894	55	13	0
895	55	14	0
896	55	15	0
897	56	0	0
898	56	1	0
899	57	0	0
900	57	1	0
901	58	0	0
902	58	1	0
903	58	2	0
904	58	3	0
905	58	4	0
906	58	5	0
907	58	6	0
908	58	7	0
909	58	8	0
910	58	9	0
911	59	0	0
912	60	0	0
913	61	0	0
914	61	1	0
915	61	2	0
916	61	3	0
917	61	4	0
918	61	5	3
919	61	6	3
920	61	7	3
921	61	8	3
922	61	9	3
923	61	10	3
924	61	11	3
925	61	12	3
926	61	13	14
927	61	14	7
928	61	15	9
929	61	16	10
930	61	17	11
931	61	18	12
932	61	19	12
933	61	20	3
934	61	21	3
935	61	22	3
936	61	23	3
937	61	24	3
938	61	25	0
939	61	26	3
940	61	27	3
941	61	28	3
942	61	29	3
943	61	30	3
944	61	31	0
945	61	32	3
946	61	33	4
947	61	34	4
948	61	35	4
949	61	36	4
950	61	37	4
951	61	38	4
952	62	0	4
953	62	1	3
954	62	2	3
955	62	3	3
956	62	4	3
957	62	5	4
958	63	0	4
959	63	1	4
960	63	2	4
961	63	3	4
962	63	4	4
963	63	5	4
964	63	6	4
965	63	7	4
966	63	8	4
967	63	9	4
968	64	0	4
969	64	1	4
970	65	0	4
971	65	1	4
972	65	2	4
973	65	3	3
974	65	4	3
975	65	5	0
976	65	6	2
977	65	7	2
978	65	8	2
979	66	0	2
980	67	0	2
981	67	1	2
982	67	2	2
983	67	3	2
984	67	4	2
985	67	5	2
986	67	6	2
987	67	7	2
988	67	8	1
989	67	9	1
990	67	10	0
991	67	11	0
992	67	12	0
993	67	13	0
994	67	14	0
995	67	15	0
996	67	16	0
997	67	17	0
998	67	18	0
